nan,1.336795960797387828e-02,1.038783406678893233e-02,1.485346882608240895e-02,1.051521087924577394e-02,1.120121140455140017e-02,1.030489364264174264e-02,1.043119206172996027e-02,1.081193114222607152e-02,1.096990583234227698e-02
nan,nan,1.065674916752872535e-02,1.343676235942682304e-02,1.097007580164040610e-02,1.100874325011668570e-02,1.104018634681216450e-02,1.066439812146183740e-02,1.135374901194799446e-02,1.140400026104855177e-02
nan,nan,nan,2.325846841522369486e-03,2.236275578135732238e-03,2.257709236842415142e-03,2.300111478571869282e-03,2.304358080690188312e-03,2.180189882155461872e-03,2.537020886502010329e-03
nan,nan,nan,nan,1.174317675571867267e-02,1.175310741149428184e-02,1.219019117464683472e-02,1.202945816223368984e-02,1.224556749936081025e-02,1.181849507965563456e-02
nan,nan,nan,nan,nan,2.530529152120107855e-03,2.489479820147738089e-03,2.443811126799963485e-03,2.531180316046995060e-03,2.503391915972565801e-03
nan,nan,nan,nan,nan,nan,2.489653814986171956e-03,2.478274011323696249e-03,2.469705769324744091e-03,2.511841453626991773e-03
nan,nan,nan,nan,nan,nan,nan,8.458792325096929328e-04,8.501037528818881830e-04,8.195407853035388893e-04
nan,nan,nan,nan,nan,nan,nan,nan,8.382616125502500822e-04,8.193411342737840549e-04
nan,nan,nan,nan,nan,nan,nan,nan,nan,1.618831949339541920e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
