nan,5.571158818835489357e-02,1.065526281380131668e-04,2.074952545909266033e-01,3.500455129650868573e-04,4.001570672370216662e-04,1.280613902374979208e-04,1.213515322776041652e-04,1.377027578571589361e-04,9.991203612075283402e-05
nan,nan,3.351559040082757041e-03,5.371157579446786401e-02,3.159230365772501114e-03,3.372998052638702740e-03,3.511628825788229175e-03,3.410464391476466031e-03,3.315309896352872793e-03,3.788060179072794131e-03
nan,nan,nan,-6.862555471283415288e-05,-3.077242653369431961e-05,-4.495119703427203316e-05,-2.640589729047934696e-05,-3.701555582722088257e-05,-2.944282409537285483e-05,-6.039774065397240932e-05
nan,nan,nan,nan,1.616642659265213984e-03,1.528183465078670035e-03,1.568708283215880040e-03,1.732917613264308961e-03,1.644148899494483895e-03,1.843298807545912243e-03
nan,nan,nan,nan,nan,2.057400604246359052e-02,-5.892208567297147316e-05,-7.346601546796697243e-05,-6.329776119070023438e-05,-8.958451485752139121e-05
nan,nan,nan,nan,nan,nan,-1.457755708902106536e-04,-1.454676047870343447e-04,-1.462242342219113173e-04,-1.436680128725220662e-04
nan,nan,nan,nan,nan,nan,nan,2.473936687873184125e-03,1.763897641177368525e-04,1.783094159887865793e-04
nan,nan,nan,nan,nan,nan,nan,nan,1.396728298528032014e-05,-3.538605416392170966e-05
nan,nan,nan,nan,nan,nan,nan,nan,nan,3.197380585739928449e-06
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
